ICN,Corporation,Incorporation Date,Status,Status Date,Size,ABN,State,Post Code,Locality,Industry,ACNC Registered?,Numbe of Members,Numbe of Directors,Number of Directors with the Title 'Mr',Number of Directors with the Title 'Miss' or 'Mrs' or 'Ms',Number of Directors with no Sex-Identifying Title,Total Income 2019/20,Total Assets 2019/20,Number of Employees 2019/20,Total Income 2020/21,Total Assets 2020/21,Number of Employees 2020/21,Total Income 2021/22,Total Assets 2021/22,Number of Employees 2021/22,URL,,,,,,,,,,,,,
90,Mowanjum Aboriginal Corporation,23/01/1981,Registered,23/01/1981,Medium,38721336893,WA,6728,DERBY,"Agriculture, aquaculture, forestry, fishing; Communication services; Community services; Construction; Education and training; Employment; Housing and tenancy; Municipal services; Other services; Transport and storage",Y,195,9,3,6,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=90,,,,,,,,,,,,,
91,Wirrajarrai Aboriginal Corporation,28/11/1980,Deregistered,23/10/2001,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=91,,,,,,,,,,,,,
94,Dainggati Aboriginal Corporation,17/12/1980,Deregistered,11/12/2001,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=94,,,,,,,,,,,,,
95,Djaru-Gidga Aboriginal Corporation,24/12/1980,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=95,,,,,,,,,,,,,
97,Quirindi Aboriginal Corporation,24/12/1980,Registered,24/12/1980,Small,75973725473,NSW,2343,Quirindi,Housing and tenancy; Municipal services; Other,Y,177,6,4,2,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=97,,,,,,,,,,,,,
98,Griffith Aboriginal Corporation,15/12/1980,Deregistered,17/04/1984,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=98,,,,,,,,,,,,,
99,Biripi Aboriginal Corporation Medical Centre,18/02/1981,Registered,18/02/1981,Large,11142285716,NSW,2430,PURFLEET,Community services; Health care and health promotion,Y,321,7,5,2,0,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=99,,,,,,,,,,,,,
100,Ivanhoe Aboriginal Corporation,09/03/1981,Deregistered,21/06/2010,Medium,,NSW,2878,IVANHOE,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=100,,,,,,,,,,,,,
101,Ngaanyatjarra Council (Aboriginal Corporation),24/03/1981,Registered,24/03/1981,Large,88304990870,NT,0870,ALICE SPRINGS,Communication services; Community services; Construction; Education and training; Employment; Heritage and culture; Housing and tenancy; Land and waters management?care for Country; Mining and mining support services; Municipal services; Other services; Transport and storage,Y,1584,17,9,6,0,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=101,,,,,,,,,,,,,
102,Mala Aboriginal Corporation,03/04/1981,Deregistered,28/02/1984,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=102,,,,,,,,,,,,,
103,Angula Aboriginal Corporation,22/04/1981,Registered,22/04/1981,Small,,NT,0870,ALICE SPRINGS,Land and waters management?care for Country; Other,,44,6,5,1,0,,,,,,,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=103,,,,,,,,,,,,,
104,Marra Worra Worra Aboriginal Corporation,22/04/1981,Registered,22/04/1981,Large,97272775547,WA,6765,FITZROY CROSSING,Community services; Construction; Education and training; Employment; Hospitality and tourism; Housing and tenancy; Municipal services; Other; Other services; Transport and storage; Wholesale and retail trade (shops),Y,622,8,3,5,0,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=104,,,,,,,,,,,,,
105,National Aboriginal Mental Health Association (Aboriginal Corporation),22/04/1981,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=105,,,,,,,,,,,,,
106,Windradyne Aboriginal Corporation Resource,07/05/1981,Deregistered,6/10/1994,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=106,,,,,,,,,,,,,
107,Jalyirr Aboriginal Corporation,07/05/1981,Deregistered,28/06/2004,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=107,,,,,,,,,,,,,
108,KASH Aboriginal Corporation,07/05/1981,Deregistered,17/05/2016,Medium,76449649866,QLD,4825,MOUNT ISA,Community services; Health care and health promotion; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=108,,,,,,,,,,,,,
109,Utugulung Aboriginal Corporation,01/07/1981,Deregistered,24/10/2009,Medium,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=109,,,,,,,,,,,,,
110,Ngumpan Aboriginal Corporation,01/07/1981,Registered,1/07/1981,Small,38349329419,WA,6765,FITZROY CROSSING,Construction; Land and waters management?care for Country; Municipal services; Other; Other services,Y,39,6,4,2,0,< $100K,< $100K,0,,,,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=110,,,,,,,,,,,,,
111,Wogayala Aboriginal Corporation,01/07/1981,Registered,1/07/1981,Small,,NT,0861,Tennant Creek,Community services; Other,,7,5,3,2,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=111,,,,,,,,,,,,,
112,Myia Gooloong Aboriginal Corporation,01/07/1981,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=112,,,,,,,,,,,,,
113,Kalumburu Aboriginal Corporation,01/07/1981,Registered,1/07/1981,Large,21321166523,WA,6740,KALUMBURU,Community services; Education and training; Employment; Health care and health promotion; Heritage and culture; Hospitality and tourism; Land and waters management?care for Country; Municipal services; Other services; Transport and storage,Y,198,5,3,2,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m,> 24,$100K - $5m,$100K - $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=113,,,,,,,,,,,,,
114,Towri Aboriginal Corporation,08/07/1981,Registered,8/07/1981,Medium,79622533747,NSW,2795,Bathurst,Education and training; Housing and tenancy,Y,17,4,1,3,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=114,,,,,,,,,,,,,
115,Walgett Foundation for Aboriginal Affairs (Aboriginal Corporation),14/07/1981,Deregistered,2/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=115,,,,,,,,,,,,,
116,Mandangala Aboriginal Corporation,17/07/1981,Registered,17/07/1981,Medium,67206234058,WA,6743,Kununurra,Community services; Health care and health promotion; Municipal services; Other,Y,52,9,1,0,0,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=116,,,,,,,,,,,,,
117,Wiltjinit Aboriginal Corporation,22/07/1981,Deregistered,13/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=117,,,,,,,,,,,,,
118,Baulu-Wah Aboriginal Corporation,03/08/1981,Registered,3/08/1981,Medium,83924604209,WA,6743,Kununurra,"Agriculture, aquaculture, forestry, fishing; Health care and health promotion; Hospitality and tourism; Municipal services; Other",,29,7,5,2,0,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=118,,,,,,,,,,,,,
119,Mirrena Aboriginal Corporation,03/08/1991,Registered,3/08/1981,Small,80824052734,NT,0870,ALICE SPRINGS,Other,,262,5,3,2,0,$100K - $5m,$100K - $2.5m,0,$100K - $5m,$100K - $2.5m,0,$100K - $5m,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=119,,,,,,,,,,,,,
120,Orange Mirriwinni Aboriginal Corporation,12/08/1981,Deregistered,2/07/2001,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=120,,,,,,,,,,,,,
121,Alpara Community Aboriginal Corporation,12/08/1981,Deregistered,7/09/2009,Small,92262313095,NT,0872,YULARA,"Agriculture, aquaculture, forestry, fishing; Land and waters management?care for Country",,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=121,,,,,,,,,,,,,
122,Barula Action Group Aboriginal Corporation,19/08/1981,Deregistered,29/06/2004,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=122,,,,,,,,,,,,,
123,Q.E.B. Sporting Aboriginal Corporation,28/08/1981,Deregistered,22/06/2010,Medium,47246698285,QLD,4350,TOOWOOMBA,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=123,,,,,,,,,,,,,
124,Muyinda Aboriginal Corporation,18/09/1981,Deregistered,2/06/2004,Not Sized,28813071908,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=124,,,,,,,,,,,,,
125,Milyirrtjarra Aboriginal Corporation,18/09/1981,Registered,18/09/1981,Medium,79370798518,NT,0872,ALICE SPRINGS,Housing and tenancy; Wholesale and retail trade (shops),Y,121,5,1,1,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=125,,,,,,,,,,,,,
126,Yamboora Aboriginal Corporation,18/09/1981,Deregistered,25/08/2010,Small,31292234027,NSW,2464,YAMBA,Other services,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=126,,,,,,,,,,,,,
127,Urapuntja Aboriginal Corporation,13/09/1981,Registered,13/09/1981,Medium,90789369670,NT,0872,ALICE SPRINGS,"Agriculture, aquaculture, forestry, fishing; Arts; Communication services; Community services; Construction; Education and training; Employment; Health care and health promotion; Heritage and culture; Hospitality and tourism; Housing and tenancy; Land and waters management?care for Country; Municipal services; Other; Other services; Transport and storage; Wholesale and retail trade (shops)",Y,299,13,10,3,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=127,,,,,,,,,,,,,
128,Central Northern Aboriginal Corporation Accounting Services    DEREG,13/09/1981,Deregistered,5/12/1990,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=128,,,,,,,,,,,,,
129,Ngwalalanima Aboriginal Corporation,13/09/1981,Deregistered,12/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=129,,,,,,,,,,,,,
130,Woolla Aboriginal Corporation,30/09/1981,Deregistered,24/10/2009,Medium,,NT,0870,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=130,,,,,,,,,,,,,
131,Bilgungurr Aboriginal Corporation,08/10/1981,Deregistered,24/10/2009,Medium,,WA,6725,BROOME,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=131,,,,,,,,,,,,,
132,La Perouse Aboriginal Netball Club (Aboriginal Corporation),08/10/1981,Deregistered,15/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=132,,,,,,,,,,,,,
133,Armidale Aboriginal Corporation Youth Club,27/10/1981,Registered,27/10/1981,Small,64766259033,NSW,2290,Charlestown,Other; Other services,,17,6,4,2,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=133,,,,,,,,,,,,,
134,Walungurru Community Council Aboriginal Corporation,16/11/1981,Deregistered,12/09/2014,Small,13372398965,NT,0872,ALICE SPRINGS,Municipal services; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=134,,,,,,,,,,,,,
135,Yiyili Community Indigenous Corporation,27/11/1981,Registered,27/11/1981,Medium,44735032886,WA,6076,LESMURDIE,Community services; Other,Y,35,5,3,2,0,< $100K,$100K - $2.5m,0,$100K - $5m,$100K - $2.5m,0,< $100K,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=135,,,,,,,,,,,,,
137,Q.E.B. Aboriginal and Torres Strait Islanders Corporation for Legal Services,15/01/1982,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=137,,,,,,,,,,,,,
138,QEC Aboriginal and Torres Strait Islanders Corporation for Legal Services,15/01/1982,Deregistered,24/10/2009,Medium,45764902996,QLD,4700,ROCKHAMPTON,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=138,,,,,,,,,,,,,
139,West Queensland Aboriginal and Torres Strait Islanders Corporation for Legal Aid,21/01/1982,Registered,21/01/1982,Small,12396561445,QLD,4825,MOUNT ISA,,,0,0,0,0,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=139,,,,,,,,,,,,,
140,Moree Christian Community Organisation Aboriginal Corporation,26/01/1982,Deregistered,15/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=140,,,,,,,,,,,,,
141,QED Aboriginal and Torres Strait Islanders Corporation for Legal Aid Services,26/01/1982,Deregistered,29/05/1998,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=141,,,,,,,,,,,,,
142,Warnayaka Tribal Assembly of Yuendumu (Aboriginal Corporation),28/01/1982,Deregistered,12/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=142,,,,,,,,,,,,,
143,Yuendumu Sports Association (Aboriginal Corporation),04/02/1982,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=143,,,,,,,,,,,,,
144,Collum-Collum Aboriginal Corporation,15/02/1982,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=144,,,,,,,,,,,,,
145,Yudarma Aboriginal Corporation,22/02/1982,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=145,,,,,,,,,,,,,
146,Ngurawaana Group (Aboriginal Corporation),10/03/1982,Registered,10/03/1982,Small,78789257258,WA,6718,ROEBOURNE,Heritage and culture; Land and waters management?care for Country; Other,Y,27,10,7,3,0,< $100K,< $100K,0,,,,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=146,,,,,,,,,,,,,
147,Narwon Housing Aboriginal Corporation,19/03/1982,Deregistered,29/11/2005,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=147,,,,,,,,,,,,,
148,Gungarde Community Centre Aboriginal Corporation,26/03/1982,Registered,26/03/1982,Large,45180964190,QLD,4895,Cooktown,Community services; Education and training; Employment; Health care and health promotion; Housing and tenancy; Other,Y,222,7,2,5,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,> $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=148,,,,,,,,,,,,,
149,Moree Boomerangs Rugby League Football Club Aboriginal Corporation,26/03/1982,Registered,26/03/1982,Small,47442564218,NSW,2400,MOREE,Community services; Other,,158,9,7,2,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=149,,,,,,,,,,,,,
150,Yinganeh Womens Hostel Aboriginal Corporation,26/03/1982,Deregistered,3/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=150,,,,,,,,,,,,,
151,Biraban Aboriginal Corporation Community Centre,02/04/1982,Deregistered,2/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=151,,,,,,,,,,,,,
152,Nardoola Aboriginal Corporation,02/04/1982,Deregistered,3/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=152,,,,,,,,,,,,,
153,Far North Queensland Aboriginal & Torres Strait Islanders Corporation for Legal Services,15/04/1982,Deregistered,12/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=153,,,,,,,,,,,,,
154,Wiradjuri Aboriginal Corporation Community and Child Care Centre,28/04/1982,Registered,28/04/1982,Medium,97513052699,NSW,2650,WAGGA WAGGA,Education and training,Y,50,5,1,4,0,$100K - $5m,$100K - $2.5m, 5-24,,, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=154,,,,,,,,,,,,,
155,Alyuem Aboriginal Corporation,07/05/1982,Registered,7/05/1982,Small,,NT,0870,ALICE SPRINGS,Land and waters management?care for Country; Other,,7,7,6,0,0,,,,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=155,,,,,,,,,,,,,
156,Central Desert Outstations Council (Aboriginal Corporation),07/05/1982,Deregistered,10/09/2003,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=156,,,,,,,,,,,,,
157,Mungullah Community Aboriginal Corporation,28/05/1982,Registered,28/05/1982,Small,14046308176,WA,6701,GREYS PLAIN,"Agriculture, aquaculture, forestry, fishing; Community services; Construction; Education and training; Employment; Health care and health promotion; Housing and tenancy; Land and waters management?care for Country; Other",Y,38,4,3,1,0,< $100K,< $100K,0,< $100K,$100K - $2.5m, 1-4,< $100K,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=157,,,,,,,,,,,,,
158,Coongan Aboriginal Corporation,28/05/1982,Registered,28/05/1982,Small,15246825797,WA,6056,GREENMOUNT,"Agriculture, aquaculture, forestry, fishing",,6,5,4,1,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=158,,,,,,,,,,,,,
159,Marddu Council Aboriginal Corporation,08/06/1982,Deregistered,22/06/2010,Medium,24130854838,WA,6635,YALGOO,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=159,,,,,,,,,,,,,
160,Mura Sports Torres Strait Islanders Corporation,03/06/1982,Deregistered,12/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=160,,,,,,,,,,,,,
161,Muludja Aboriginal Corporation,21/06/1982,Registered,21/06/1982,Small,,WA,6765,FITZROY CROSSING,Arts; Community services; Education and training; Health care and health promotion; Land and waters management?care for Country; Other,,76,8,3,4,0,< $100K,< $100K,0,,,,,,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=161,,,,,,,,,,,,,
162,Jarra Jarra Aboriginal Corporation,21/07/1982,Deregistered,8/12/2020,Small,,NT,0872,ALI CURUNG,"Agriculture, aquaculture, forestry, fishing; Other",,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=162,,,,,,,,,,,,,
163,Ngarinyn Aboriginal Corporation,21/07/1982,Registered,21/07/1982,Small,98177525071,WA,6728,DERBY,Arts; Other,Y,28,3,1,1,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=163,,,,,,,,,,,,,
164,Central Queensland Aboriginal Corporation for Training Resources,13/07/1982,Deregistered,24/10/2009,Medium,,QLD,4700,ROCKHAMPTON,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=164,,,,,,,,,,,,,
165,Western Employment Enterprise Training Aboriginal Corporation,30/07/1982,Deregistered,3/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=165,,,,,,,,,,,,,
166,North Queensland Aboriginal and Torres Strait Islanders Corporation for Child Care,26/08/1982,Deregistered,10/08/2005,Not Sized,46419320286,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=166,,,,,,,,,,,,,
167,Coomaditchi Aboriginal Corporation,13/09/1982,Deregistered,2/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=167,,,,,,,,,,,,,
168,Mackay Meriam Torres Strait Islanders Corporation,08/10/1982,Deregistered,12/05/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=168,,,,,,,,,,,,,
169,Riverina Foundation for Aboriginal Affairs (Aboriginal Corporation),08/10/1982,Deregistered,30/08/2010,Medium,49394927431,NSW,2700,NARRANDERA,Community services; Health care and health promotion; Housing and tenancy,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=169,,,,,,,,,,,,,
170,Illaroo Co-operative Aboriginal Corporation,08/10/1982,Registered,8/10/1982,Medium,11603822593,NSW,2541,NORTH NOWRA,Communication services; Community services; Health care and health promotion; Other,Y,20,6,3,2,0,$100K - $5m,> $2.5m,> 24,$100K - $5m,> $2.5m,0,$100K - $5m,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=170,,,,,,,,,,,,,
171,Pilbara Aboriginal Land Council (Aboriginal Corporation),16/11/1982,Registered,16/11/1982,Small,82745284865,WA,6721,PORT HEDLAND,Land and waters management?care for Country; Other,,12,5,3,2,0,< $100K,< $100K,0,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=171,,,,,,,,,,,,,
172,Kaltukatjara Nguratjaku Council (Aboriginal Corporation),19/11/1982,Deregistered,7/03/2005,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=172,,,,,,,,,,,,,
